DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
202116532,2020 Dec 01 12:00:00 AM,2020 Dec 01 12:00:00 AM,2115,21,Topanga,2177,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2038,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,900,,,5500    OWENSMOUTH                   AV,,34.1717,-118.6018
210804296,2020 Jan 08 12:00:00 AM,2020 Jan 04 12:00:00 AM,1025,8,West LA,808,2,940,EXTORTION,0337 1803,49,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,2200    SAN YSIDRO                   DR,,34.1114,-118.4245
201516181,2020 Oct 12 12:00:00 AM,2020 Oct 12 12:00:00 AM,2345,15,N Hollywood,1596,1,761,BRANDISH WEAPON,0334 1822,35,M,W,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,761,,,,3700 N  LANKERSHIM                   BL,,34.1339,-118.3744
201318080,2020 Oct 07 12:00:00 AM,2020 Sep 30 12:00:00 AM,1600,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CENTRAL,NEWTON                       ST,34.028,-118.2473
201410297,2020 May 01 12:00:00 AM,2020 Apr 30 12:00:00 AM,1900,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700    GREENFIELD                   AV,,34.0172,-118.4148
202008653,2020 Apr 16 12:00:00 AM,2020 Apr 15 12:00:00 AM,2330,20,Olympic,2044,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  HARVARD                      BL,,34.0559,-118.3042
201708504,2020 Apr 25 12:00:00 AM,2020 Apr 25 12:00:00 AM,1900,17,Devonshire,1722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,22,F,W,503,HOTEL,,,IC,Invest Cont,341,,,,21600    DEVONSHIRE                   ST,,34.2607,-118.6025
211015836,2021 Dec 20 12:00:00 AM,2020 Feb 13 12:00:00 AM,1425,10,West Valley,1029,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1802,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,7100    WOODLEY                      AV,,34.1994,-118.4837
211404170,2021 Jan 04 12:00:00 AM,2020 Dec 29 12:00:00 AM,2145,14,Pacific,1463,2,901,VIOLATION OF RESTRAINING ORDER,1501,38,F,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,12400 W  JEFFERSON                    BL,,33.9805,-118.4111
211014804,2021 Nov 17 12:00:00 AM,2020 Dec 11 12:00:00 AM,1430,10,West Valley,1001,2,354,THEFT OF IDENTITY,1822 0930,0,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19100    SATICOY                      ST,,34.2143,-118.5534
201914244,2020 Sep 07 12:00:00 AM,2020 Sep 05 12:00:00 AM,1630,19,Mission,1998,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14100    ROSCOE                       BL,,34.2216,-118.4403
201910983,2020 Jun 15 12:00:00 AM,2020 Jun 11 12:00:00 AM,500,19,Mission,1924,1,330,BURGLARY FROM VEHICLE,344,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,12100    HAVANA                       AV,,34.2904,-118.4541
202007268,2020 Mar 09 12:00:00 AM,2020 Feb 28 12:00:00 AM,1700,20,Olympic,2074,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1500 S  HARVARD                      BL,,34.0455,-118.3041
201411580,2020 May 29 12:00:00 AM,2020 Apr 29 12:00:00 AM,1200,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,8700    BELLANCA                     AV,,33.9587,-118.3805
210605125,2021 Jan 29 12:00:00 AM,2020 Dec 01 12:00:00 AM,1905,6,Hollywood,646,2,354,THEFT OF IDENTITY,0923 0930 0928 0929 1822,42,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    SCHRADER                     BL,,34.0998,-118.3325
202100644,2020 Mar 31 12:00:00 AM,2020 Mar 30 12:00:00 AM,850,21,Topanga,2158,1,310,BURGLARY,0344 0352 1402,47,M,X,702,OFFICE BUILDING/OFFICE,,,AA,Adult Arrest,310,480,998,,21300    VICTORY                      BL,,34.1884,-118.5959
201716029,2020 Dec 05 12:00:00 AM,2020 Dec 05 12:00:00 AM,1600,17,Devonshire,1767,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1814,30,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,9400    RESEDA                       BL,,0,0
201613434,2020 Oct 02 12:00:00 AM,2020 Oct 01 12:00:00 AM,1700,16,Foothill,1642,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500    CAYUGA                       AV,,34.261,-118.4243
201412774,2020 Jun 24 12:00:00 AM,2020 Jun 23 12:00:00 AM,730,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800    VENICE                       BL,,34.0175,-118.409
201715916,2020 Dec 03 12:00:00 AM,2020 Dec 02 12:00:00 AM,830,17,Devonshire,1798,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15900    SUNBURST                     ST,,34.2346,-118.4791
201807248,2020 Feb 25 12:00:00 AM,2020 Feb 24 12:00:00 AM,1730,18,Southeast,1844,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,39,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,300 E  112TH                        ST,,33.933,-118.2695
202116191,2020 Nov 20 12:00:00 AM,2020 Nov 20 12:00:00 AM,2040,21,Topanga,2155,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0449 1814 2000 0329,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,6300    RANDI                        AV,,34.1838,-118.6102
211005647,2021 Feb 24 12:00:00 AM,2020 Oct 17 12:00:00 AM,1830,10,West Valley,1001,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0449 0334 2000 1814 0421 0302 0913,21,F,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,236,,,,19600    SATICOY                      ST,,34.2143,-118.5534
201615019,2020 Nov 22 12:00:00 AM,2020 Nov 18 12:00:00 AM,2100,16,Foothill,1699,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 2004 1810,70,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,9900    COVELLO                      ST,,34.2076,-118.347
201409972,2020 Apr 21 12:00:00 AM,2020 Apr 20 12:00:00 AM,2010,14,Pacific,1449,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,34,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,11800    WASHINGTON                   PL,,34.0038,-118.4224
201715565,2020 Nov 16 12:00:00 AM,2020 Nov 10 12:00:00 AM,1445,17,Devonshire,1797,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,16300    BRYANT                       ST,,34.2275,-118.4916
201316265,2020 Aug 31 12:00:00 AM,2020 Aug 29 12:00:00 AM,15,13,Newton,1343,1,330,BURGLARY FROM VEHICLE,0385 0321 1611 0358,58,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,3600    AVALON                       BL,,34.0128,-118.2653
201510749,2020 Jun 01 12:00:00 AM,2020 May 30 12:00:00 AM,150,15,N Hollywood,1585,1,210,ROBBERY,0344 0916 0449 0354 0330 1310 1302 0400 0352 1822,30,F,O,108,PARKING LOT,513,STUN GUN,IC,Invest Cont,210,,,,10900    BLUFFSIDE                    DR,,34.1414,-118.3686
201517134,2020 Nov 04 12:00:00 AM,2020 Oct 14 12:00:00 AM,1700,15,N Hollywood,1557,2,946,OTHER MISCELLANEOUS CRIME,1402 0329 1300,81,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,946,,,,4900    VINELAND                     AV,,34.159,-118.3703
202005824,2020 Feb 08 12:00:00 AM,2020 Feb 07 12:00:00 AM,1700,20,Olympic,2062,2,624,BATTERY - SIMPLE ASSAULT,0913 0447,51,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3100 W  PICO                         BL,,34.0506,-118.3127
201804035,2020 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,1430,18,Southeast,1802,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1810,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,8700 S  FIGUEROA                     ST,,33.9587,-118.2827
201316820,2020 Sep 09 12:00:00 AM,2020 Sep 08 12:00:00 AM,1700,13,Newton,1377,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0906 0913 0421 1805,53,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,5400    DUARTE                       ST,,33.9934,-118.2423
201607262,2020 Mar 19 12:00:00 AM,2020 Feb 03 12:00:00 AM,1015,16,Foothill,1617,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,SHERMAN GROVE                AV,FOOTHILL                     BL,34.2597,-118.3199
201600625,2020 Apr 07 12:00:00 AM,2020 Apr 04 12:00:00 AM,1300,16,Foothill,1641,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1402 1202 1822 0344 1300,73,M,B,104,DRIVEWAY,,,IC,Invest Cont,420,998,,,13500    TERRA BELLA                  ST,,34.252,-118.4269
201319674,2020 Nov 08 12:00:00 AM,2020 Nov 08 12:00:00 AM,1940,13,Newton,1373,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 1822 1307,37,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,54TH,AVALON,33.9933,-118.2652
221008844,2022 May 06 12:00:00 AM,2020 Nov 01 12:00:00 AM,130,10,West Valley,1029,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VALJEAN                      ST,VANOWEN                      AV,34.1939,-118.4859
201614109,2020 Oct 22 12:00:00 AM,2020 Oct 21 12:00:00 AM,1910,16,Foothill,1663,1,310,BURGLARY,0344 0321 0397,32,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8900    LAUREL CANYON                BL,,34.2367,-118.4087
210204054,2021 Jan 02 12:00:00 AM,2020 Dec 31 12:00:00 AM,1500,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 N  WESTLAKE                     AV,,34.066,-118.2688
201321708,2020 Dec 25 12:00:00 AM,2020 Dec 25 12:00:00 AM,2000,13,Newton,1367,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 1407 1822,0,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,250,998,,,45TH                         ST,HONDURAS                     ST,34.0027,-118.2441
201510196,2020 May 18 12:00:00 AM,2020 May 12 12:00:00 AM,1500,15,N Hollywood,1557,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,40,F,W,101,STREET,,,IC,Invest Cont,331,,,,10800    HUSTON                       ST,,34.1599,-118.3659
201909906,2020 May 16 12:00:00 AM,2020 May 16 12:00:00 AM,2330,19,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 0913 0448 0444 0446,36,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,13400    BURTON                       ST,,34.2208,-118.4247
201709020,2020 May 12 12:00:00 AM,2020 May 12 12:00:00 AM,1100,17,Devonshire,1727,1,310,BURGLARY,0314 0330 1501 0344 1402,54,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,310,998,,,19200    CELTIC                       ST,,34.2697,-118.551
201604833,2020 Jan 20 12:00:00 AM,2020 Jan 16 12:00:00 AM,1300,16,Foothill,1654,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1501,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,12300    OSBORNE                      ST,,34.2647,-118.4019
201316163,2020 Aug 29 12:00:00 AM,2020 Aug 29 12:00:00 AM,130,13,Newton,1377,1,220,ATTEMPTED ROBBERY,1300 0400 1100 0430 0302 0334 1407 1822,51,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220,998,,,5500    MORGAN                       AV,,33.9913,-118.2446
201708115,2020 Apr 11 12:00:00 AM,2020 Apr 10 12:00:00 AM,1400,17,Devonshire,1782,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0352 1606 0344,41,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,19400    PARTHENIA                    ST,,34.2312,-118.5632
201605680,2020 Feb 09 12:00:00 AM,2020 Feb 09 12:00:00 AM,1305,16,Foothill,1687,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822,0,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,231,,,,STAGG                        ST,VINELAND                     BL,34.2121,-118.3703
201513562,2020 Jul 20 12:00:00 AM,2020 Jul 15 12:00:00 AM,2300,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,0344 0385,29,F,W,101,STREET,,,IC,Invest Cont,330,,,,5300    HERMITAGE                    AV,,34.1667,-118.4004
201312575,2020 Jun 20 12:00:00 AM,2020 Jun 20 12:00:00 AM,2015,13,Newton,1303,1,648,ARSON,329,0,M,O,101,STREET,,,IC,Invest Cont,648,,,,11TH                         ST,CENTRAL                      AV,34.031,-118.2448
201822582,2020 Dec 24 12:00:00 AM,2020 Dec 24 12:00:00 AM,1120,18,Southeast,1846,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500 E  114TH                        ST,,33.9311,-118.2482
201704417,2020 Jan 09 12:00:00 AM,2020 Jan 09 12:00:00 AM,1450,17,Devonshire,1743,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,0,X,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,18500    DEVONSHIRE                   ST,,34.2609,-118.5346
201321629,2020 Dec 23 12:00:00 AM,2020 Dec 22 12:00:00 AM,200,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  GAGE                         AV,,33.9858,-118.2739
211406959,2021 Feb 22 12:00:00 AM,2020 Nov 26 12:00:00 AM,1700,14,Pacific,1473,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,82ND                         ST,83RD                         ST,33.9621,-118.4311
211808618,2021 Apr 04 12:00:00 AM,2020 Jan 21 12:00:00 AM,1200,18,Southeast,1861,2,664,"BUNCO, PETTY THEFT",0701 1916 0913 0344,40,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,11900    AINSWORTH                    ST,,33.9251,-118.2903
202107601,2020 Mar 22 12:00:00 AM,2020 Mar 21 12:00:00 AM,1830,21,Topanga,2128,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7800    OSO                          AV,,34.2122,-118.5754
201716510,2020 Dec 22 12:00:00 AM,2020 Dec 19 12:00:00 AM,1500,17,Devonshire,1788,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,8900    BALBOA                       BL,,34.2322,-118.5113
201607334,2020 Mar 22 12:00:00 AM,2020 Mar 20 12:00:00 AM,1500,16,Foothill,1668,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9400    REVERIE                      RD,,34.2407,-118.2947
201509575,2020 May 05 12:00:00 AM,2020 May 04 12:00:00 AM,1750,15,N Hollywood,1529,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0444 1309,35,F,B,119,"PORCH, RESIDENTIAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6000    CRANER                       AV,,34.1794,-118.3692
201415770,2020 Aug 19 12:00:00 AM,2020 Aug 19 12:00:00 AM,2200,14,Pacific,1494,2,888,TRESPASSING,2004,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888,,,,300    WORLD WAY,,33.9449,-118.4061
201310438,2020 May 05 12:00:00 AM,2020 May 04 12:00:00 AM,2200,13,Newton,1341,1,330,BURGLARY FROM VEHICLE,0358 0385,28,M,H,101,STREET,,,IC,Invest Cont,330,,,,MAIN                         ST,42ND                         ST,34.0155,-118.2772
201314131,2020 Jul 18 12:00:00 AM,2020 Jul 17 12:00:00 AM,1900,13,Newton,1322,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 E  ADAMS                        BL,,34.0233,-118.2651
201419056,2020 Oct 21 12:00:00 AM,2020 Oct 12 12:00:00 AM,900,14,Pacific,1452,2,354,THEFT OF IDENTITY,377,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    VIA DOLCE,,33.9809,-118.4633
201411482,2020 May 27 12:00:00 AM,2020 May 21 12:00:00 AM,2130,14,Pacific,1441,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,00    27TH                         AV,,33.9814,-118.4682
201909292,2020 Apr 30 12:00:00 AM,2020 Apr 21 12:00:00 AM,1500,19,Mission,1915,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14100    AZTEC                        ST,,34.2987,-118.4417
201913252,2020 Aug 13 12:00:00 AM,2020 Aug 13 12:00:00 AM,1240,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,7800    VAN NUYS                     BL,,34.2153,-118.4409
202008343,2020 Apr 07 12:00:00 AM,2020 Apr 04 12:00:00 AM,630,20,Olympic,2015,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0100 0344 1822 0394,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,200 N  VERMONT                      AV,,34.0745,-118.296
202113089,2020 Aug 25 12:00:00 AM,2020 Jul 24 12:00:00 AM,1724,21,Topanga,2173,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,22800 W  VENTURA                      BL,,34.1658,-118.6239
202009037,2020 Apr 26 12:00:00 AM,2020 Apr 26 12:00:00 AM,1817,20,Olympic,2029,2,624,BATTERY - SIMPLE ASSAULT,1822 0345 0356 0416 1259,17,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,OCCIDENTAL,34.0652,-118.2878
201817888,2020 Sep 28 12:00:00 AM,2020 Sep 27 12:00:00 AM,1930,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  98TH                         ST,,33.9471,-118.2852
201420478,2020 Nov 18 12:00:00 AM,2020 Oct 27 12:00:00 AM,1337,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,3600    WATSEKA                      AV,,34.0272,-118.3991
201515693,2020 Sep 28 12:00:00 AM,2020 Sep 14 12:00:00 AM,2000,15,N Hollywood,1535,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,23,F,W,101,STREET,,,IC,Invest Cont,420,,,,TIARA,TUJUNGA,34.1785,-118.379
201511176,2020 Jun 12 12:00:00 AM,2020 Jun 11 12:00:00 AM,2100,15,N Hollywood,1545,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,11900    WEDDINGTON                   ST,,34.1667,-118.3922
201406301,2020 Feb 06 12:00:00 AM,2020 Feb 05 12:00:00 AM,1930,14,Pacific,1454,1,330,BURGLARY FROM VEHICLE,0344 1300,67,F,W,104,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,12900    PANAMA                       ST,,33.9843,-118.4278
201312804,2020 Jun 18 12:00:00 AM,2020 Jun 17 12:00:00 AM,340,13,Newton,1345,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,77,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,E  34TH                         ST,S  CENTRAL                      AV,34.0128,-118.2565
202106678,2020 Feb 27 12:00:00 AM,2020 Feb 16 12:00:00 AM,1900,21,Topanga,2173,2,860,BATTERY WITH SEXUAL CONTACT,1259 2024 0522 1820,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,23200    LEONORA                      DR,,34.1622,-118.6336
202011097,2020 Jun 13 12:00:00 AM,2020 Jun 13 12:00:00 AM,1155,20,Olympic,2004,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 2003 0913 0554,54,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 N  HARVARD                      BL,,34.0799,-118.3068
202100629,2020 Mar 09 12:00:00 AM,2020 Mar 09 12:00:00 AM,1900,21,Topanga,2105,1,210,ROBBERY,1402 0337 0344 1822 0906,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",210,RAZOR BLADE,AA,Adult Arrest,210,998,,,8300    NORTHGATE                    AV,,34.221,-118.604
201611103,2020 Jul 15 12:00:00 AM,2020 Jul 15 12:00:00 AM,900,16,Foothill,1651,2,946,OTHER MISCELLANEOUS CRIME,0344 1300,53,M,H,108,PARKING LOT,,,AA,Adult Arrest,946,,,,13000    MONTAGUE                     ST,,34.2442,-118.4159
201821960,2020 Dec 11 12:00:00 AM,2020 Dec 10 12:00:00 AM,2100,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8600 S  FIGUEROA                     ST,,33.9596,-118.2827
201807620,2020 Mar 04 12:00:00 AM,2020 Mar 03 12:00:00 AM,800,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,113TH,TOWNE,33.932,-118.2673
201812366,2020 Jun 10 12:00:00 AM,2020 Jun 03 12:00:00 AM,1700,18,Southeast,1831,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VERMONT,125TH                        ST,33.9176,-118.2915
210807650,2021 Feb 23 12:00:00 AM,2020 Jul 18 12:00:00 AM,1,8,West LA,814,1,121,"RAPE, FORCIBLE",527,18,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,CHURCH                       LN,MONTANA                      AV,34.0675,-118.4625
201515099,2020 Sep 10 12:00:00 AM,2020 Sep 10 12:00:00 AM,1240,15,N Hollywood,1535,1,480,BIKE - STOLEN,2032 0344,33,M,B,108,PARKING LOT,,,IC,Invest Cont,480,,,,5900 N  LANKERSHIM                   BL,,34.1775,-118.3822
211005965,2021 Mar 06 12:00:00 AM,2020 May 01 12:00:00 AM,800,10,West Valley,1067,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0352 1414,54,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,5200    WHITE OAK                    AV,,34.1658,-118.5186
202116680,2020 Dec 06 12:00:00 AM,2020 Dec 06 12:00:00 AM,325,21,Topanga,2177,1,330,BURGLARY FROM VEHICLE,1609 0386,47,M,W,101,STREET,311,HAMMER,IC,Invest Cont,330,,,,21600    BURBANK                      BL,,34.1733,-118.6002
201821710,2020 Dec 06 12:00:00 AM,2020 Dec 06 12:00:00 AM,1820,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 0603 0400 0411 0361,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AO,Adult Other,230,998,,,100 W  CENTURY                      BL,,33.9456,-118.2744
202116561,2020 Dec 02 12:00:00 AM,2020 Nov 13 12:00:00 AM,1822,21,Topanga,2143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
201404257,2020 Jan 04 12:00:00 AM,2020 Jan 04 12:00:00 AM,1720,14,Pacific,1453,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,13400    MAXELLA                      AV,,33.9906,-118.4391
202116553,2020 Dec 01 12:00:00 AM,2020 Nov 29 12:00:00 AM,1200,21,Topanga,2156,1,330,BURGLARY FROM VEHICLE,344,21,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,TOPANGA CANYON,VANOWEN,34.1938,-118.6059
202117111,2020 Dec 16 12:00:00 AM,2020 Dec 15 12:00:00 AM,830,21,Topanga,2111,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0906,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,22900    BLYTHE                       ST,,34.2142,-118.6354
